frequency,time,days,stationName,language,itu,txLocation,coordinates,power,azimuth,remarks
801,0000-2400,1234567,Radio Bahrain,English,BHR,Abu Hayan,260147N0503658E,5,,BRTC a24
801,0000-2400,1234567,Radio Europe Netherlands,English,HOL,Alphen aan den Rijn,520813N0043520E,0.1,ND,EUR a24
801,0000-2400,1234567,Radio Fukushima (RFC),Japanese,J,Fukushima-Haramachi,373934N1405734E,0.1,,JOFL
801,0000-2400,1234567,Tohoku Hoso (TBC),Japanese,J,Miyagi-Kesennuma,385351N1413330E,0.1,,JOIO
801,0000-2400,1234567,Tokai Radio Hoso,Japanese,J,Gifu-Ena,352827N1372536E,0.1,,24Jul.1-'25Jan.31off
810,0000-2400,1234567,AFN Tokyo,English,J,Tokyo,354635N1393650E,50,,
810,0000-2400,1234567,AIR Delhi A (DRM)F250001,Hind(Digital),IND,Delhi,284609N0770813E,300,,AIR News24x7
810,2000-1800,1234567,KCBS,Korean,KRE,Kaesong,375910N1263421E,50,,KCBS
810,0000-2400,1234567,PBS Xi'an News Service,Chinese,CHN,Yanta Xi'an Shaanxi,341143N1085927E,50,ND,PBS
810,0000-2400,1234567,PBS Zhejiang,Chinese,CHN,Yuhang Hangzhou???,302445N1200347E,200,,PBS
810,0000-2400,1234567,R.Scotland,English,G,Burghead,574158N0032805W,100,,BBC
810,0000-2400,1234567,R.Scotland,English,G,Westerglen,555833N0034859W,100,,BBC
810,0000-2400,1234567,South korean Jamming,Jamming,KOR,Seoul area,,,,
819,0000-2400,1234567,ERTU Al-Barnameg al-Aam,Arabic,EGY,Batrah,310934N0312553E,1000,ND,ERTU GP
819,0000-2400,1234567,Impact AM,Dutch,HOL,Wassenaar,520707N0042330E,0.1,,
819,2000-1800,1234567,KCBS,Korean,KRE,Pyongyang,390802N1254427E,500,,KCBS
819,0000-2400,1234567,NHK 1 Nagano,Japanese,J,Nagano,364019N1381525E,5,,JONK
819,0000-2400,1234567,South korean Jamming,Jamming,KOR,Seoul area,,,,
819,2145-1700,1234567,Voice of Vietnam 2,Vietnamese,VTN,"Mekong-Delta, Cantho",123837N1080108E,200,,VOV2
828,0000-2400,1234567,AIR Delhi A (DRM)F250001,Hind(Digital),IND,Vijayawada A,162133N0803003E,40,,AIR News24x7
828,2100-1540,1234567,NHK 2 Osaka,Japanese,J,Osaka-Habikino,343316N1353408E,300,,JOBB
837,0000-2400,1234567,CBS / Gidokgyo Bangsong,Korean,KOR,Goyang,373643N1264924E,50,ND,HLKY
837,0000-2400,1234567,COPE Sevilla,Spanish,E,Sevilla,372335N0060323W,50,ND,EAK2
837,0000-2400,1234567,NHK 1 Nayoro,Japanese,J,Hokkaido-Nayoro,442216N1422728E,1,,NHK1
837,0000-2400,1234567,NHK 1 Niigata,Japanese,J,Niigata,375042N1385503E,10,,JOQK
846,0000-2400,1234567,NHK 1 GujoHachiman,Japanese,J,Gifu-GujoHachiman,354439N1365639E,0.1,,NHK1
846,0000-2400,1234567,NHK 1 Hirosaki,Japanese,J,Aomori-Hirosaki,403710N1402710E,0.5,,NHK1
846,0000-2400,1234567,NHK 1 Hitoyoshi,Japanese,J,Hitoyoshi,321259N1304705E,1,,NHK1
846,0000-2400,1234567,NHK 1 Ishimi,Japanese,J,Shimane-Ishimi,345316N1322548E,0.1,,NHK1
846,0000-2400,1234567,NHK 1 Kamaishi,Japanese,J,Iwate-Kamaishi,391632N1415242E,0.1,,NHK1
846,0000-2400,1234567,NHK 1 Koriyama,Japanese,J,Fukushima-Koriyama,372128N1402121E,5,,NHK1
846,0000-2400,1234567,NHK 1 Noheji,Japanese,J,Aomori-Noheji,405429N1411117E,0.1,,NHK1
846,0000-2400,1234567,NHK 1 Uwajima,Japanese,J,Ehime-Uwajima,331248N1323326E,1,,NHK1
850,0800-1300,1234567,KICY,Russian,USA,Nome AK,642915N1651852W,50,270,KICY
850,1300-0800,1234567,KICY,English,USA,Nome AK,642915N1651852W,50,270,KICY
855,0000-2400,1234567,BBC Radio Norfolk,English,G,Postwick,523737N0012410E,1,,BBC/R5
855,0000-2400,1234567,Radio Romania Actualitati,Romanian,ROU,Tancabesti,444016N0260450E,400,,SRR
855,0000-2400,1234567,RNE Radio Nacional,Spanish,E,Murcia,380135N0011515W,300,,RNE1
855,0000-2400,1234567,South korean Jamming,Jamming,KOR,Seoul area,,,,
864,0000-2400,1234567,Fukui Hoso (FBC),Japanese,J,Fukui,360710N1361712E,5,,JOPR
864,0000-2400,1234567,Hokkaido Hoso (HBC),Japanese,J,Asahikawa,434625N1422621E,3,,JOHE
864,0000-2400,1234567,Hokkaido Hoso (HBC),Japanese,J,Enbetsu,444358N1414725E,1,,JOHE
864,0000-2400,1234567,Hokkaido Hoso (HBC),Japanese,J,Muroran,421850N1405855E,3,,JOQF
864,0000-2400,1234567,Radio Okinawa (ROK),Japanese,J,Naha-Nanjo,261052N1274528E,10,,JOXR
864,0000-2400,1234567,RNE Radio Nacional,Spanish,E,Socuellamos,391814N0024757W,5,ND,RNE1
864,0000-2400,1234567,Shinetsu Hoso (SBC),Japanese,J,Matsumoto,361406N1375647E,1,,JOSO
864,0000-2400,1234567,Tochigi Hoso (CRT),Japanese,J,Tochigi-Nasu,365326N1395747E,1,,JOXN
864,0000-2400,1234567,Tokai Radio Hoso,Japanese,J,Aichi-Toyohashi,344509N1372354E,0.1,,JOSM'24Jul.1-'25Jan.31off
864,1710-1725,1234567,TWR Europe,Turkmen,ARM,Yerevan-Gavar,402500N0451152E,1000,180,TWR a24
864,1725-1740,1234567,TWR Europe,Kazakh,ARM,Yerevan-Gavar,402500N0451152E,1000,180,TWR a24
864,1740-1755,1234567,TWR Europe,Karakalpak,ARM,Yerevan-Gavar,402500N0451152E,1000,180,TWR a24
873,2000-1400,1234567,China Huayi Bc.Corp.,Chinese/Amoy,CHN,Jimei Xiamen Fujian,243801N1180136E,250,ND,CHBC
873,2100-1540,1234567,NHK 2 Kumamoto,Japanese,J,Kumamoto,325427N1305034E,500,,JOGB
873,0355-2000,1234567,Radio Moldova,Romanian,MDA,Chi?in?u/Costiujeni,465709N0284945E,50,,//1494 a24
873,1430-1500,1234567,SLBC Colombo International Radio,Tamil,CLN,Puttalam,075836N0794808E,350,ND,SLBC a24
873,0000-2400,1234567,UR 1 Persha Programa,Ukrainian,UKR,Chasiv Yar,483525N0375151E,25,ND,"UR 1 Feb.1,2021-"
882,0000-2400,1234567,4BH,English,AUS,Brisbane/Wynnum West,272748S1530847E,5,,4BH
882,0000-2400,1234567,BBC Radio Wales,English,G,Washford,510941N0032052W,100,,BBCWS/L
882,0000-2400,1234567,NHK 1 Shizuoka,Japanese,J,Shizuoka,345701N1382505E,10,,JOPK
882,0000-2400,1234567,SBA Al-Quran,Arabic,ARS,Dammam,272828N0491807E,100,ND,BSKSA a24 Holy Qur`an
882,0000-2400,1234567,STV Radio,Japanese,J,Kushiro,430020N1442613E,3,,JOWS
882,0000-2400,1234567,STV Radio,Japanese,J,Esashi,415416N1400834E,1,,
882,0000-2400,1234567,STV Radio,Japanese,J,Kitahiyama,422554N1442638E,0.1,,
882,1045-1100,..34...,TWR Asia,Marathi,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1400-1415,17,TWR Asia,Tamil,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1400-1415,....5..,TWR Asia,Oriya,CLN,Puttalam,075836N0794808E,350,,KTWR b24
882,1400-1415,.2...6.,TWR Asia,Soura,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1400-1430,..34...,TWR Asia,Oriya,CLN,Puttalam,075836N0794808E,350,,KTWR b24
882,1415-1430,......7,TWR Asia,Chattisgarhi,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1415-1430,.2.....,TWR Asia,Kui,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1415-1445,.....6.,TWR Asia,Deccanl,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1430-1445,......7,TWR Asia,Koya,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1430-1445,....5..,TWR Asia,Kui,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1430-1445,.2.....,TWR Asia,Telugu,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1430-1445,1..4...,TWR Asia,Banjara,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1430-1500,..3....,TWR Asia,Malayalam,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1445-1500,....5..,TWR Asia,English,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1445-1500,.2....7,TWR Asia,Konkani,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1445-1500,12....7,TWR Asia,Tulu,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1445-1515,.....6.,TWR Asia,Tamil,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1500-1515,4,TWR Asia,Hindi,CLN,Puttalam,075836N0794808E,350,,TWR a25
882,1500-1515,.2.....,TWR Asia,Chattisgarhi,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1515-1530,5,TWR Asia,Hindi,CLN,Puttalam,075836N0794808E,350,,TWR a25
882,1500-1530,1......,TWR Asia,Marathi,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1515-1530,..3....,TWR Asia,English,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1515-1530,.2.....,TWR Asia,Koya,CLN,Puttalam,075836N0794808E,350,,TWR b24
882,1530-1600,1234567,TWR Asia,English,CLN,Puttalam,075836N0794808E,350,,TWR b24
891,0000-2400,1234567,HLKB KBS1,Korean,KOR,Busan,351322N1285331E,250,,HLKB
891,0000-2400,1234567,NHK 1 Sendai,Japanese,J,Sendai,381623N1405436E,20,,JOHK
891,0000-2400,1234567,R.Algerie Internationale,Ara/Fre/Eng/Spa,ALG,Algér/Ouled Fayet,364319N0025704E,300,,ALGI
900,0000-2400,1234567,Hokkaido Hoso (HBC),Japanese,J,Hakodate,415052N1404034E,5,,JOHO
900,0000-2400,1234567,Kouchi Hoso (RKC),Japanese,J,Kochi,333442N1333600E,5,,JOZR
900,0000-2400,1234567,Radio Popular,Spanish,E,Bilbao/Monte Avril,431610N0025336W,10,ND,EAK13
900,0000-2400,1234567,Sanin Hoso (BSS),Japanese,J,Tottori-Yonago,352626N1331751E,5,,JOHF
900,0000-2400,1234567,Seoul MBC,Korean,KOR,Goyang,373717N1264754E,50,ND,HLKV
900,0600-2400,1234567,Studio AM,Dutch,HOL,Wassenaar,520707N0042330E,0.1,,
909,0000-2400,1234567,BBC Radio 5 Live,English,G,Moorside Edge,533805N0015338W,400,,BBCR5
909,2100-1540,1234567,NHK 2 Nagoya,Japanese,J,Nagoya,350226N1364655E,10,,JOCB
909,0000-2400,1234567,Radio Romania Actualitati/Cluj,Romanian,ROU,Timi?oara/S?c?laz,454455N0210439E,50,ND,SRR
909,0255-1600,1234567,SRR Radio Cluj ,Romanian,ROU,Cluj-Napoca/Jucu,465205N0234832E,200,,SRR
909,0000-2400,1234567,STV Radio,Japanese,J,Engaru,440308N1432941E,0.1,,
909,0000-2400,1234567,STV Radio,Japanese,J,Abashiri,435952N1441418E,5,,JOVX
909,0500-0700,1234567,VOICE OF AMERICA,English,BOT,Selebi-Phikwe,215724S0273544E,600,ND,VOA/AGM b24
909,1600-1700,1234567,VOICE OF AMERICA,English,BOT,Selebi-Phikwe,215724S0273544E,600,ND,VOA/AGM b24
909,1900-2100,1234567,VOICE OF AMERICA,English,BOT,Selebi-Phikwe,215724S0273544E,600,ND,VOA/AGM b24
918,0000-2400,1234567,Radio Inter,Spanish,E,Madrid,402640N0034640W,50,ND,EAJ29
918,0000-2400,1234567,Yamagata Hoso (YBC),Japanese,J,Yamagata,381436N1401717E,5,,JOEF
918,0000-2400,1234567,Yamagata Hoso (YBC),Japanese,J,Sakata,385608N1395009E,0.5,,
918,0000-2400,1234567,Yamagata Hoso (YBC),Japanese,J,Oguni,380441N1394353E,0.1,,
918,0000-2400,1234567,Yamagata Hoso (YBC),Japanese,J,Shinjo,384547N1401919E,1,,
918,0000-2400,1234567,Yamagata Hoso (YBC),Japanese,J,Tsuruoka,384524N1394719E,1,,
918,0000-2400,1234567,Yamagata Hoso (YBC),Japanese,J,Yonezawa,375603N1400511E,1,,
918,0000-2400,1234567,Yamaguchi Hoso (KRY),Japanese,J,Shimonoseki,335802N1305612E,1,,JOPM'24Apr.29off
918,0000-2400,1234567,Yamaguchi Hoso (KRY),Japanese,J,Iwakuni,340840N1321225E,1,,JOPN'24Apr.1off
927,0900-1000,1......,DWRS AWR,Ilocano,PHL,Vigan City,173348N1202313E,10,ND,SNB AWR a24
927,2005-1755,1234567,KCBS Pyongyang DRM,Korean(Digital),KRE,Sariwon,382846N1252837E,50,ND,KCBS a25
927,0000-2400,1234567,NHK 1 Fukui,Japanese,J,Fukui,360227N1361401E,5,,NHK1 JOFG
927,0000-2400,1234567,NHK 1 Isahaya,Japanese,J,Nagasaki-Isahaya,325020N1300246E,0.1,,NHK1
927,0000-2400,1234567,NHK 1 Kofu,Japanese,J,Yamanashi-Kofu,353932N1383207E,5,,NHK1 JOKG
927,0000-2400,1234567,NHK 1 Tsuyama,Japanese,J,Okayama-Tsuyama,350330N1340025E,1,,NHK1
927,0000-2400,1234567,NHK 1 Wakkanai,Japanese,J,Hokkaido-Wakkanai,452230N1414242E,1,,NHK1
936,0000-2400,1234567,4PB ABC Newsradio,English,AUS,Brisbane/Bald Hills,271842S1530103E,10,ND,4PB
936,0000-2400,1234567,Akita Hoso (ABS),Japanese,J,Akita,394148N1400556E,5,,JOTR
936,0000-2400,1234567,IRIB Radio Urmia,Azeri/Persian/Kurdis,IRN,Fesenduz,370719N0455029E,300,,IRIB b24
936,0000-2400,1234567,Miyazaki Hoso (MRT),Japanese,J,Kobayashi,320015N1305711E,1,,
936,0000-2400,1234567,Miyazaki Hoso (MRT),Japanese,J,Kushima,312648N1311332E,0.1,,
936,0000-2400,1234567,Miyazaki Hoso (MRT),Japanese,J,Miyakonojo,314544N1310528E,0.1,,
936,0000-2400,1234567,Miyazaki Hoso (MRT),Japanese,J,Miyazaki,315539N1312758E,5,,JONF
936,0000-2400,1234567,Miyazaki Hoso (MRT),Japanese,J,Nichinan,313705N1312023E,1,,
936,0000-2400,1234567,Miyazaki Hoso (MRT),Japanese,J,Nobeoka,323311N1314048E,1,,
936,0000-2400,1234567,Miyazaki Hoso (MRT),Japanese,J,Takachiho,324153N1311853E,1,,
936,0000-2400,1234567,RNE Radio 5,Spanish,E,Zaragoza,413724N0005328W,25,ND,RNE5
936,0000-2400,1234567,SBA Al-Quran,Arabic,ARS,Riyadh,244859N0465149E,50,,BSKSA a24 Holy Qur`an
936,0000-2400,1234567,Smooth Radio,English,G,Naish Hill,512500N0020437W,0.18,ND,
945,0000-2400,1234567,NHK 1 Fukue,Japanese,J,Nagasaki-Fukue,324131N1284853E,1,,NHK1
945,0000-2400,1234567,NHK 1 Hikone,Japanese,J,Shiga-Hikone,311442N1361118E,1,,NHK1 JOQP
945,0000-2400,1234567,NHK 1 Muroran,Japanese,J,Hokkaido-Muroran,421855N1405857E,3,,NHK1 JOIQ
945,0000-2400,1234567,NHK 1 Tokushima,Japanese,J,Tokushima,340400N1343439E,5,,NHK1 JOXK
945,0000-2400,1234567,Radio Romania Actualitati,Romanian,ROU,Miercurea Ciuc,462202N0254852E,15,,SRR
945,0000-2400,1234567,Smooth Radio,English,G,Bexhill-on-Sea,505017N0002651E,0.7,,
950,0000-2400,1234567,WWJ,English (HD Radio),USA,"Detroit, Michigan",420110N0831422W,50,,Newsradio 950
954,0300-2300,1234567,Cesky rozhlas 2,Czech,CZE,Brno,492304N0170724E,200,,Cesky Rozhlas
954,0000-2400,1234567,TBS Radio,Japanese,J,Tokyo,354819N1393930E,100,,JOKR
963,1000-1600,1234567,CHINA RADIO INTERNATIONAL,Russian,CHN,Huaduan-Jilin 763,430716N1263056E,200,,CRI a25
963,0000-2400,1234567,CYBC,Greek,GRC,Nicosia,350311N0331747E,100,ND,CYBC
963,0000-2400,1234567,NHK 1 Aomori,Japanese,J,Aomori,404738N1404527E,5,,NHK1 JOTG
963,0000-2400,1234567,NHK 1 Hagi,Japanese,J,Yamaguchi-Hagi,342531N1312433E,1,,NHK1
963,0000-2400,1234567,NHK 1 Matsuyama,Japanese,J,Ehime-Matsuyama,334924N1324408E,5,,NHK1 JOZK
963,0000-2400,1234567,NHK 1 Saga,Japanese,J,Saga,331507N1301557E,1,,NHK1 JOSP
963,0000-2400,1234567,NHK 1 Yonago,Japanese,J,Tottori-Yonago,352648N1331851E,1,,NHK1
972,0350-2400,1234567,KBS Hanminjok Bangsong 1,Korean,KOR,Dangjin,365830N1263717E,1500,,KBS //6015
972,0000-0030,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,0030-0100,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1400-1430,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1430-1500,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1500-1530,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1530-1600,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1600-1630,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1630-1700,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1700-1730,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1730-1800,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1800-1830,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1830-1900,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1900-1930,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,1930-2000,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,2000-2030,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,2030-2100,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,2100-2130,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,2130-2200,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,2200-2230,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,2230-2300,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,2300-2330,1234567,VOA RADIO ASHNA,Dari,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
972,2330-2400,1234567,VOA RADIO ASHNA,Pashto,TJK,Dushanbe-Orzu,373205N0684819E,800,165,VOA/AGM(R.Ashna) a24
980,0000-2400,1234567,KFWB,English (HD Radio),USA,"Los Angeles, California",340412N1181138W,5,,The Beast 980
981,0000-2400,1234567,NHK 1 Kashiwazaki,Japanese,J,Niigata-Kashiwazaki,372118N1383206E,0.1,,NHK1
981,0000-2400,1234567,NHK 1 Kisofukushima,Japanese,J,Nagano-Kisofukushima,355048N1374146E,1,,NHK1
981,0000-2400,1234567,NHK 1 Nakatsu,Japanese,J,Oita-Nakatsu,333522N1311304E,0.1,,NHK1
981,0000-2400,1234567,NHK 1 Sasebo,Japanese,J,Nagasaki-Sasebo,330742N1294159E,1,,NHK1
981,0000-2400,1234567,NHK 1 Shizugawa,Japanese,J,Miyagi-Shizugawa,384111N1412825E,0.1,,NHK1
990,0025-0445,1234567,AIR Jammu,Hindi/Eng/Kasmir//,IND,Jammu,324702N0744920E,300,,AIR
990,0630-0930,1234567,AIR Jammu,Hindi/Eng/Kasmir//,IND,Jammu,324702N0744920E,300,,AIR
990,1130-1740,1234567,AIR Jammu,Hindi/Eng/Kasmir//,IND,Jammu,324702N0744920E,300,,AIR
990,0500-0600,1234567,AIR Jammu (DRM),Hindi/Eng (digital),IND,Jammu,324702N0744920E,300,,AIR
990,0000-2400,1234567,NHK 1 Kochi,Japanese,J,Kochi,333347N1333524E,10,,JORK
990,0000-2400,1234567,SER Radio Bilbao,Spanish,E,Monte Archanda (Bilbao),431630N0025505W,10,ND,EAJ28
999,0000-2400,1234567,NHK 1 Hachinohe,Japanese,J,Aomori-Hachinohe,402745N1412811E,1,,NHK1
999,0000-2400,1234567,NHK 1 Itoigawa,Japanese,J,Niigata-Itoigawa,370155N1375029E,0.1,,NHK1
999,0000-2400,1234567,NHK 1 Komagane,Japanese,J,Nagano-Komagane,354324N1375632E,0.1,,NHK1
999,0000-2400,1234567,NHK 1 Miyazu,Japanese,J,Kyoto-Miyazu,353220N1351226E,0.1,,NHK1
999,0000-2400,1234567,NHK 1 Nakamura,Japanese,J,Kochi-Nakamura,325931N1325458E,1,,NHK1
999,0000-2400,1234567,NHK 1 Onomichi,Japanese,J,Hiroshima-Onomichi,342331N1331027E,1,,NHK1
999,0000-2400,1234567,NHK 1 Tsuwano,Japanese,J,Shimane-Tsuwano,342721N1314559E,0.1,,NHK1
999,1200-0100,1234567,RADIO RUSSII,Russian,MDA,Grigoriopol/Maiac,471659N0292545E,1000,ND,RTC b24
1008,0000-2400,1234567,4TAB Radio TAB,English,AUS,Brisbane/St. Helena Island,272247S1531402E,10,ND,4TAB
1008,0000-2400,1234567,ABC Radio,Japanese,J,Kyoto,345857N1354714E,0.3,,
1008,0000-2400,1234567,ABC Radio,Japanese,J,Osaka,343059N1352604E,50,,JONR
1008,2025-1805,1234567,CNR 1 Voice of China,Chinese,CHN,Kunming-Anning 501,245329N1022900E,200,ND,CNR1
1008,0500-2300,1234567,ERA Net,Greek,GRC,Kerkyra,393625N0195404E,50,,ERA
1008,0000-2400,1234567,GrootNieuwsradio,Dutch,HOL,Zeewolde (Flevoland),522230N0052501E,200,133,
1017,1100-1500,1234567,CHINA RADIO INTERNATIONAL,Korean,CHN,Cahngchun-Jilin 523,440144N1252508E,100,ND,CRI a25
1017,2100-2300,1234567,CHINA RADIO INTERNATIONAL,Korean,CHN,Cahngchun-Jilin 523,440144N1252508E,100,ND,CRI a25
1017,0600-1100,1234567,CNR 8,Korean,CHN,Cahngchun-Jilin 523,440144N1252508E,100,ND,CNR8 a25
1017,0000-2400,1234567,IRIB Radio Iran,Persian,IRN,Bandar-e Abbas,271518N0562449E,100,ND,IRIB
1017,2100-1440,1234567,NHK 2 Fukuoka,Japanese,J,Fukuoka,333158N1302645E,50,,NHK2 Su-1500 JOLB
1026,0000-2400,1234567,NHK 1 Akune,Japanese,J,Kagoshima-Akune,320126N1301210E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Engaru,Japanese,J,Hokkaido-Engaru,440249N1433059E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Fuchu,Japanese,J,Hiroshima-Fuchu,343344N1331346E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Fukuchiyama,Japanese,J,Kyoto-Fukuchiyama,351757N1350700E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Futatsui,Japanese,J,Akita-Futatsui,401205N1401644E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Gotemba,Japanese,J,Shizuoka-Gotemba,351845N1385334E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Hakuba,Japanese,J,Nagano-Hakuba,364223N1375157E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Hamada,Japanese,J,Shimane-Hamada,345404N1320431E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Haramachi,Japanese,J,Fukushima-Haramachi,373656N1405557E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Hita,Japanese,J,Oita-Hita,331822N1305546E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Honjo,Japanese,J,Akita-Honjo,392208N1400333E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Kobayashi,Japanese,J,Myazaki-Kobayashi,320009N1305731E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Komoro,Japanese,J,Nagano-Komoro,361937N1382602E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Kurayoshi,Japanese,J,Tottori-Kurayoshi,352531N1334809E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Kure,Japanese,J,Hiroshima-Kure,341444N1323522E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Kushima,Japanese,J,Miyazaki-Kushima,312827N1311352E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Minamiaso,Japanese,J,Kumamoto-Minamiaso,324856N1310556E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Miyako,Japanese,J,Iwate-Miyako,393805N1415732E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Nakatonbetsu,Japanese,J,Hokkaido-Nakatonbetsu,445823N1421757E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Otoyo,Japanese,J,Kochi-Otoyo,334501N1334115E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Setouchi,Japanese,J,Kagoshima-Setouchi,281005N1291857E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Shimonoseki,Japanese,J,Yamaguti-Shimonoseki,335753N1305602E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Shingu,Japanese,J,Wakayama-Shingu,334307N1360000E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Shinshiro,Japanese,J,Aichi-Shinshiro,345410N1373104E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Sukumo,Japanese,J,Kochi-Sukumo,325550N1324228E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Susami,Japanese,J,Wakayama-Susami,333312N1353000E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Takko,Japanese,J,Aomori-Takko,402041N1410949E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Tsuruga,Japanese,J,Fukui-Tsuruga,353628N1360320E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Wakasa,Japanese,J,Tottori-Wakasa,352010N1342408E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Yamanaka,Japanese,J,Ishikawa-Yamanaka,361521N1362209E,0.1,,NHK1
1026,0000-2400,1234567,NHK 1 Yonezawa,Japanese,J,Yamagata-Yonezawa,375427N1400616E,0.1,,NHK1
1026,0000-2400,1234567,Niigata Hoso (BSN),Japanese,J,Niigata-Koide,371631N1385847E,0.1,,BSN
1030,0000-2400,1234567,WBZ,English (HD Radio),USA,"Boston, Massachusetts",421644N0705231W,50,,WBZ Newsradio 1030
